screen,target_text,profile,status,raw_response,x_pred,y_pred,x_min,y_min,x_max,y_max,score,trials,trial_scores,parse_method,prompt_mode,tree_rows_sent
gmail,Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,"Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보",elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
gmail,Compose,elder_combo_mid,co_present,"[758, 1914]",758,1914,507,1825,1008,2004,1,1,1,bracket,vision,0
gmail,Primary,colorblind_deuteranomaly,co_present,"[107, 251]",107,251,42,226,175,279,1,1,1,bracket,vision,0
gmail,Tap a sender image to select that conversation.,colorblind_deuteranomaly,co_present,"[499, 400]",499,400,210,307,773,494,1,1,1,bracket,vision,0
gmail,Dismiss,colorblind_deuteranomaly,co_present,"[902, 399]",902,399,786,330,1017,470,1,1,1,bracket,vision,0
gmail,Welcome to your new Inbox,colorblind_deuteranomaly,co_present,"[351, 589]",351,589,63,559,1017,622,1,1,1,bracket,vision,0
gmail,Mail categories group messages of the same type for reading all at once. You can enable and disable categories in settings. Learn more,colorblind_deuteranomaly,co_present,"[479, 716]",479,716,63,633,1017,799,1,1,1,bracket,vision,0
gmail,Social,colorblind_deuteranomaly,co_present,"[234, 893]",234,893,179,864,909,924,1,1,1,bracket,vision,0
gmail,Promotions,colorblind_deuteranomaly,co_present,"[283, 999]",283,999,179,969,909,1029,1,1,1,bracket,vision,0
gmail,OK,colorblind_deuteranomaly,co_present,"[132, 1127]",132,1127,42,1063,221,1191,1,1,1,bracket,vision,0
gmail,Change categories,colorblind_deuteranomaly,co_present,"[456, 1127]",456,1127,242,1063,666,1191,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 13:51:10, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 1:51 PM",colorblind_deuteranomaly,co_present,"[540, 1359]",540,1359,21,1235,1059,1482,1,1,1,bracket,vision,0
gmail,1:51 PM,colorblind_deuteranomaly,co_present,"[963, 1307]",963,1307,890,1287,1017,1327,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 13:51:10,colorblind_deuteranomaly,co_present,"[548, 1361]",548,1361,210,1338,933,1385,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Your secure link to Claude.ai is here | 2026-07-29 12:26:58, , Sign in to Claude.ai Click the button below to finish signing in. This link expires in 10 minutes. Sign in If you didn't request this email, you can safely ignore it. Need a hand? Contact Anthropic, , ,  at 12:26 PM",colorblind_deuteranomaly,co_present,"[540, 1609]",540,1609,21,1486,1059,1733,1,1,1,bracket,vision,0
gmail,12:26 PM,colorblind_deuteranomaly,co_present,"[952, 1558]",952,1558,869,1538,1017,1578,1,1,1,bracket,vision,0
gmail,Your secure link to Claude.ai is here | 2026-07-29 12:26:58,colorblind_deuteranomaly,co_present,"[552, 1362]",552,1362,210,1589,933,1636,0,1,0,bracket,vision,0
gmail,"Unread, , , Claude Team, , Welcome to Claude Code, , Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏, , ,  on Jul 28",colorblind_deuteranomaly,co_present,"[540, 1862]",540,1862,21,1737,1059,1984,1,1,1,bracket,vision,0
gmail,Claude Team,colorblind_deuteranomaly,co_present,"[352, 1804]",352,1804,210,1779,861,1832,1,1,1,bracket,vision,0
gmail,Welcome to Claude Code,colorblind_deuteranomaly,co_present,"[442, 1862]",442,1862,210,1840,933,1887,1,1,1,bracket,vision,0
gmail,Ship your first commit in 5 minutes. ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏ ͏,colorblind_deuteranomaly,co_present,"[539, 1918]",539,1918,210,1895,933,1942,1,1,1,bracket,vision,0
gmail,", , , Anthropic, , Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39, , Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보, , ,  on Jul 28",colorblind_deuteranomaly,co_present,"[540, 1359]",540,1359,21,1988,1059,2249,0,1,0,bracket,vision,0
gmail,Claude.ai의 보안 링크가 도착했습니다 | 2026-07-28 14:51:39,colorblind_deuteranomaly,co_present,"[540, 1363]",540,1363,210,2091,933,2145,0,1,0,bracket,vision,0
gmail,"Claude.ai에 로그인 아래 버튼을 클릭하여 로그인을 완료하세요. 이 링크는 10분 후에 만료됩니다. 로그인 이 이메일을 요청하지 않으셨다면 무시하셔도 됩니다. 도움이 필요하신가요? Anthropic 지원팀에 문의하세요. Anthropic, PBC 548 Market St, PMB 90375, San Francisco, CA 94104 도움말 · 개인정보",colorblind_deuteranomaly,co_present,"[540, 1360]",540,1360,210,2153,933,2207,0,1,0,bracket,vision,0
gmail,Compose,colorblind_deuteranomaly,co_present,"[881, 1977]",881,1977,662,1904,1017,2051,1,1,1,bracket,vision,0
maps,Search here,baseline,co_present,"[375, 83]",375,83,162,45,661,122,1,1,1,bracket,vision,0
maps,Explore,baseline,co_present,"[180, 2153]",180,2153,122,2156,238,2198,1,1,1,bracket,vision,0
maps,You,baseline,co_present,"[540, 2160]",540,2160,512,2156,568,2198,1,1,1,bracket,vision,0
maps,Contribute,baseline,co_present,"[900, 2155]",900,2155,816,2156,983,2198,1,1,1,bracket,vision,0
maps,Search here,elder_text_heavy,co_present,"[335, 82]",335,82,162,37,661,131,1,1,1,bracket,vision,0
maps,Explore,elder_text_heavy,co_present,"[180, 2147]",180,2147,122,2156,238,2198,1,1,1,bracket,vision,0
maps,You,elder_text_heavy,co_present,"[540, 2165]",540,2165,512,2156,568,2198,1,1,1,bracket,vision,0
maps,Contribute,elder_text_heavy,co_present,"[899, 2180]",899,2180,816,2156,983,2198,1,1,1,bracket,vision,0
maps,Search here,elder_zoom_heavy,co_present,"[348, 94]",348,94,186,52,600,139,1,1,1,bracket,vision,0
maps,Explore,elder_zoom_heavy,co_present,"[180, 2132]",180,2132,114,2124,245,2172,1,1,1,bracket,vision,0
maps,You,elder_zoom_heavy,co_present,"[540, 2134]",540,2134,508,2124,571,2172,1,1,1,bracket,vision,0
maps,Contribute,elder_zoom_heavy,co_present,"[900, 2125]",900,2125,806,2124,994,2172,1,1,1,bracket,vision,0
maps,Search here,elder_combo_max,co_present,"[371, 102]",371,102,201,38,559,169,1,1,1,bracket,vision,0
maps,Explore,elder_combo_max,co_present,"[180, 2089]",180,2089,109,2099,250,2151,1,1,1,bracket,vision,0
maps,You,elder_combo_max,co_present,"[540, 2070]",540,2070,506,2099,573,2151,0,1,0,bracket,vision,0
maps,Contribute,elder_combo_max,co_present,"[901, 2130]",901,2130,799,2099,1001,2151,1,1,1,bracket,vision,0
maps,Search here,elder_combo_mid,co_present,"[695, 94]",695,94,480,39,894,152,1,1,1,bracket,vision,0
maps,Explore,elder_combo_mid,co_present,"[918, 2158]",918,2158,834,2124,965,2172,1,1,1,bracket,vision,0
maps,You,elder_combo_mid,co_present,"[540, 2118]",540,2118,508,2124,571,2172,1,1,1,bracket,vision,0
maps,Contribute,elder_combo_mid,co_present,"[180, 2116]",180,2116,86,2124,274,2172,1,1,1,bracket,vision,0
maps,Search here,colorblind_deuteranomaly,co_present,"[289, 80]",289,80,162,45,661,122,1,1,1,bracket,vision,0
maps,Explore,colorblind_deuteranomaly,co_present,"[180, 2172]",180,2172,122,2156,238,2198,1,1,1,bracket,vision,0
maps,You,colorblind_deuteranomaly,co_present,"[540, 2160]",540,2160,512,2156,568,2198,1,1,1,bracket,vision,0
maps,Contribute,colorblind_deuteranomaly,co_present,"[900, 2178]",900,2178,816,2156,983,2198,1,1,1,bracket,vision,0
messages,Messages,baseline,co_present,"[337, 82]",337,82,222,51,450,114,1,1,1,bracket,vision,0
messages,"Once you start a new conversation, you’ll see it listed here",baseline,co_present,"[540, 1401]",540,1401,158,1349,922,1452,1,1,1,bracket,vision,0
messages,Start chat,baseline,co_present,"[878, 2087]",878,2087,650,2009,1017,2156,1,1,1,bracket,vision,0
messages,Messages,elder_text_heavy,co_present,"[332, 80]",332,80,222,51,442,111,1,1,1,bracket,vision,0
messages,"Once you start a new conversation, you’ll see it listed here",elder_text_heavy,co_present,"[540, 1400]",540,1400,158,1293,922,1508,1,1,1,bracket,vision,0
messages,Start chat,elder_text_heavy,co_present,"[821, 2079]",821,2079,578,2003,1017,2156,1,1,1,bracket,vision,0
messages,Messages,elder_zoom_heavy,co_present,"[378, 94]",378,94,254,58,506,128,1,1,1,bracket,vision,0
messages,"Once you start a new conversation, you’ll see it listed here",elder_zoom_heavy,co_present,"[540, 1434]",540,1434,180,1375,900,1492,1,1,1,bracket,vision,0
messages,Start chat,elder_zoom_heavy,co_present,"[800, 2045]",800,2045,590,1956,1008,2124,1,1,1,bracket,vision,0
messages,Messages,elder_combo_max,co_present,"[412, 102]",412,102,276,63,549,138,1,1,1,bracket,vision,0
messages,"Once you start a new conversation, you’ll see it listed here",elder_combo_max,co_present,"[540, 1453]",540,1453,195,1259,885,1646,1,1,1,bracket,vision,0
messages,Start chat,elder_combo_max,co_present,"[769, 2001]",769,2001,425,1900,1002,2099,1,1,1,bracket,vision,0
messages,Messages,elder_combo_mid,co_present,"[380, 94]",380,94,254,58,506,128,1,1,1,bracket,vision,0
messages,"Once you start a new conversation, you’ll see it listed here",elder_combo_mid,co_present,"[540, 1433]",540,1433,180,1301,900,1566,1,1,1,bracket,vision,0
messages,Start chat,elder_combo_mid,co_present,"[753, 2035]",753,2035,490,1945,1008,2124,1,1,1,bracket,vision,0
messages,Messages,colorblind_deuteranomaly,co_present,"[332, 80]",332,80,222,51,442,111,1,1,1,bracket,vision,0
messages,"Once you start a new conversation, you’ll see it listed here",colorblind_deuteranomaly,co_present,"[540, 1401]",540,1401,158,1349,922,1452,1,1,1,bracket,vision,0
messages,Start chat,colorblind_deuteranomaly,co_present,"[834, 2081]",834,2081,650,2009,1017,2156,1,1,1,bracket,vision,0
photos,"Take a picture.
Photos & videos appear here.",baseline,co_present,"[540, 1082]",540,1082,172,1021,907,1192,1,1,1,bracket,vision,0
photos,No Photos,baseline,co_present,"[540, 1235]",540,1235,172,1192,907,1324,1,1,1,bracket,vision,0
photos,Search,baseline,co_present,"[810, 2148]",810,2148,540,2009,1080,2219,1,1,1,bracket,vision,0
photos,"Take a picture.
Photos & videos appear here.",elder_text_heavy,co_present,"[540, 1077]",540,1077,172,992,907,1208,1,1,1,bracket,vision,0
photos,No Photos,elder_text_heavy,co_present,"[540, 1257]",540,1257,172,1208,907,1353,1,1,1,bracket,vision,0
photos,Search,elder_text_heavy,co_present,"[810, 2152]",810,2152,540,2009,1080,2219,1,1,1,bracket,vision,0
photos,"Take a picture.
Photos & videos appear here.",elder_zoom_heavy,co_present,"[540, 1068]",540,1068,120,997,960,1192,1,1,1,bracket,vision,0
photos,No Photos,elder_zoom_heavy,co_present,"[540, 1240]",540,1240,120,1192,960,1342,1,1,1,bracket,vision,0
photos,Search,elder_zoom_heavy,co_present,"[808, 2120]",808,2120,540,1956,1080,2196,1,1,1,bracket,vision,0
photos,"Take a picture.
Photos & videos appear here.",elder_combo_max,co_present,"[540, 1038]",540,1038,85,867,995,1273,1,1,1,bracket,vision,0
photos,No Photos,elder_combo_max,co_present,"[541, 1340]",541,1340,85,1273,995,1467,1,1,1,bracket,vision,0
photos,Search,elder_combo_max,co_present,"[810, 2088]",810,2088,540,1917,1080,2177,1,1,1,bracket,vision,0
photos,"Take a picture.
Photos & videos appear here.",elder_combo_mid,co_present,"[540, 1055]",540,1055,120,901,960,1268,1,1,1,bracket,vision,0
photos,No Photos,elder_combo_mid,co_present,"[540, 1325]",540,1325,120,1268,960,1439,1,1,1,bracket,vision,0
photos,Search,elder_combo_mid,co_present,"[810, 2118]",810,2118,540,1956,1080,2196,1,1,1,bracket,vision,0
photos,"Take a picture.
Photos & videos appear here.",colorblind_deuteranomaly,co_present,"[540, 1082]",540,1082,172,1021,907,1192,1,1,1,bracket,vision,0
photos,No Photos,colorblind_deuteranomaly,co_present,"[540, 1234]",540,1234,172,1192,907,1324,1,1,1,bracket,vision,0
photos,Search,colorblind_deuteranomaly,co_present,"[810, 2149]",810,2149,540,2009,1080,2219,1,1,1,bracket,vision,0
play_store,Sponsored,baseline,co_present,"[136, 1140]",136,1140,63,1119,208,1161,1,1,1,bracket,vision,0
play_store,Suggested for you,baseline,co_present,"[444, 1140]",444,1140,244,1108,644,1171,1,1,1,bracket,vision,0
play_store,New and noteworthy,baseline,co_present,"[291, 1999]",291,1999,63,1966,519,2029,1,1,1,bracket,vision,0
play_store,"Meet a smarter, more natural ChatGPT Voice",baseline,co_present,"[485, 647]",485,647,63,565,1017,733,1,1,1,bracket,vision,0
play_store,Install,baseline,co_present,"[924, 834]",924,834,873,808,975,861,1,1,1,bracket,vision,0
play_store,In-app purchases,baseline,co_present,"[924, 891]",924,891,834,871,1014,908,1,1,1,bracket,vision,0
play_store,Games,baseline,co_present,"[108, 2173]",108,2173,56,2162,160,2204,1,1,1,bracket,vision,0
play_store,Apps,baseline,co_present,"[324, 2132]",324,2132,286,2162,363,2204,1,1,1,bracket,vision,0
play_store,Search,baseline,co_present,"[540, 2158]",540,2158,488,2162,593,2204,1,1,1,bracket,vision,0
play_store,Books,baseline,co_present,"[756, 2187]",756,2187,710,2162,803,2204,1,1,1,bracket,vision,0
play_store,You,baseline,co_present,"[972, 2171]",972,2171,945,2162,1000,2204,1,1,1,bracket,vision,0
play_store,Sponsored,elder_text_heavy,co_present,"[165, 1149]",165,1149,63,1119,271,1178,1,1,1,bracket,vision,0
play_store,Suggested for you,elder_text_heavy,co_present,"[631, 1147]",631,1147,321,1108,824,1188,1,1,1,bracket,vision,0
play_store,New and noteworthy,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
play_store,"Meet a smarter, more natural ChatGPT Voice",elder_text_heavy,co_present,"[436, 593]",436,593,63,498,1017,690,1,1,1,bracket,vision,0
play_store,Install,elder_text_heavy,co_present,"[893, 792]",893,792,819,754,967,828,1,1,1,bracket,vision,0
play_store,In-app purchases,elder_text_heavy,co_present,"[893, 855]",893,855,769,828,1017,880,1,1,1,bracket,vision,0
play_store,Games,elder_text_heavy,co_present,"[107, 2161]",107,2161,35,2153,181,2212,1,1,1,bracket,vision,0
play_store,Apps,elder_text_heavy,co_present,"[324, 2171]",324,2171,270,2153,379,2212,1,1,1,bracket,vision,0
play_store,Search,elder_text_heavy,co_present,"[540, 2161]",540,2161,467,2153,614,2212,1,1,1,bracket,vision,0
play_store,Books,elder_text_heavy,co_present,"[757, 2160]",757,2160,692,2153,821,2212,1,1,1,bracket,vision,0
play_store,You,elder_text_heavy,co_present,"[972, 2160]",972,2160,934,2153,1010,2212,1,1,1,bracket,vision,0
play_store,Sponsored,elder_zoom_heavy,co_present,"[121, 1308]",121,1308,36,1284,207,1332,1,1,1,bracket,vision,0
play_store,Suggested for you,elder_zoom_heavy,co_present,"[478, 1306]",478,1306,249,1272,708,1344,1,1,1,bracket,vision,0
play_store,New and noteworthy,elder_zoom_heavy,off_screen,,,,,,,,,0,,,vision,0
play_store,"Meet a smarter, more natural ChatGPT Voice",elder_zoom_heavy,co_present,"[515, 748]",515,748,36,654,1044,846,1,1,1,bracket,vision,0
play_store,Install,elder_zoom_heavy,co_present,"[936, 959]",936,959,876,930,996,990,1,1,1,bracket,vision,0
play_store,In-app purchases,elder_zoom_heavy,co_present,"[936, 1023]",936,1023,834,1002,1039,1044,1,1,1,bracket,vision,0
play_store,Games,elder_zoom_heavy,co_present,"[108, 2130]",108,2130,48,2130,169,2178,1,1,1,bracket,vision,0
play_store,Apps,elder_zoom_heavy,co_present,"[324, 2128]",324,2128,280,2130,368,2178,1,1,1,bracket,vision,0
play_store,Search,elder_zoom_heavy,co_present,"[540, 2100]",540,2100,479,2130,601,2178,0,1,0,bracket,vision,0
play_store,Books,elder_zoom_heavy,co_present,"[755, 2161]",755,2161,703,2130,810,2178,1,1,1,bracket,vision,0
play_store,You,elder_zoom_heavy,co_present,"[972, 2114]",972,2114,940,2130,1004,2178,1,1,1,bracket,vision,0
play_store,Sponsored,elder_combo_max,co_present,"[187, 1488]",187,1488,39,1446,334,1530,1,1,1,bracket,vision,0
play_store,Suggested for you,elder_combo_max,co_present,"[606, 1485]",606,1485,406,1378,885,1598,1,1,1,bracket,vision,0
play_store,New and noteworthy,elder_combo_max,off_screen,,,,,,,,,0,,,vision,0
play_store,"Meet a smarter, more natural ChatGPT Voice",elder_combo_max,co_present,"[540, 707]",540,707,39,580,1041,838,1,1,1,bracket,vision,0
play_store,Install,elder_combo_max,co_present,"[867, 969]",867,969,763,916,971,1007,1,1,1,bracket,vision,0
play_store,In-app purchases,elder_combo_max,co_present,"[870, 1045]",870,1045,693,1007,1041,1080,1,1,1,bracket,vision,0
play_store,Games,elder_combo_max,co_present,"[108, 2125]",108,2125,13,2090,203,2174,1,1,1,bracket,vision,0
play_store,Apps,elder_combo_max,co_present,"[323, 2087]",323,2087,248,2090,400,2174,1,1,1,bracket,vision,0
play_store,Search,elder_combo_max,co_present,"[540, 2125]",540,2125,445,2090,635,2174,1,1,1,bracket,vision,0
play_store,Books,elder_combo_max,co_present,"[756, 2119]",756,2119,665,2090,847,2174,1,1,1,bracket,vision,0
play_store,You,elder_combo_max,co_present,"[973, 2114]",973,2114,919,2090,1026,2174,1,1,1,bracket,vision,0
play_store,Sponsored,elder_combo_mid,co_present,"[163, 1368]",163,1368,36,1332,289,1404,1,1,1,bracket,vision,0
play_store,Suggested for you,elder_combo_mid,co_present,"[588, 1368]",588,1368,351,1272,900,1464,1,1,1,bracket,vision,0
play_store,New and noteworthy,elder_combo_mid,off_screen,,,,,,,,,0,,,vision,0
play_store,"Meet a smarter, more natural ChatGPT Voice",elder_combo_mid,co_present,"[478, 667]",478,667,36,558,1044,782,1,1,1,bracket,vision,0
play_store,Install,elder_combo_mid,co_present,"[891, 902]",891,902,798,854,984,938,1,1,1,bracket,vision,0
play_store,In-app purchases,elder_combo_mid,co_present,"[891, 970]",891,970,737,938,1044,1001,1,1,1,bracket,vision,0
play_store,Games,elder_combo_mid,co_present,"[107, 2145]",107,2145,18,2118,198,2190,1,1,1,bracket,vision,0
play_store,Apps,elder_combo_mid,co_present,"[325, 2160]",325,2160,258,2118,390,2190,1,1,1,bracket,vision,0
play_store,Search,elder_combo_mid,co_present,"[540, 2133]",540,2133,450,2118,631,2190,1,1,1,bracket,vision,0
play_store,Books,elder_combo_mid,co_present,"[755, 2160]",755,2160,677,2118,835,2190,1,1,1,bracket,vision,0
play_store,You,elder_combo_mid,co_present,"[407, 1422]",407,1422,925,2118,1019,2190,0,1,0,bracket,vision,0
play_store,Sponsored,colorblind_deuteranomaly,co_present,"[137, 1126]",137,1126,63,1105,208,1147,1,1,1,bracket,vision,0
play_store,Suggested for you,colorblind_deuteranomaly,co_present,"[444, 1125]",444,1125,244,1094,644,1157,1,1,1,bracket,vision,0
play_store,New and noteworthy,colorblind_deuteranomaly,co_present,"[294, 1986]",294,1986,63,1952,519,2015,1,1,1,bracket,vision,0
play_store,"Meet a smarter, more natural ChatGPT Voice",colorblind_deuteranomaly,co_present,"[486, 645]",486,645,63,565,1017,733,1,1,1,bracket,vision,0
play_store,Install,colorblind_deuteranomaly,co_present,"[924, 833]",924,833,873,808,975,861,1,1,1,bracket,vision,0
play_store,In-app purchases,colorblind_deuteranomaly,co_present,"[925, 890]",925,890,834,871,1014,908,1,1,1,bracket,vision,0
play_store,Games,colorblind_deuteranomaly,co_present,"[108, 2187]",108,2187,56,2162,160,2204,1,1,1,bracket,vision,0
play_store,Apps,colorblind_deuteranomaly,co_present,"[324, 2189]",324,2189,286,2162,363,2204,1,1,1,bracket,vision,0
play_store,Search,colorblind_deuteranomaly,co_present,"[540, 2144]",540,2144,488,2162,593,2204,1,1,1,bracket,vision,0
play_store,Books,colorblind_deuteranomaly,co_present,"[756, 2188]",756,2188,710,2162,803,2204,1,1,1,bracket,vision,0
play_store,You,colorblind_deuteranomaly,co_present,"[972, 2165]",972,2165,945,2162,1000,2204,1,1,1,bracket,vision,0
settings_accessibility,Screen reader,baseline,co_present,"[194, 238]",194,238,63,210,1038,261,1,1,1,bracket,vision,0
settings_accessibility,TalkBack,baseline,co_present,"[307, 359]",307,359,221,329,391,386,1,1,1,bracket,vision,0
settings_accessibility,Off / Use a screen reader to hear items spoken aloud,baseline,co_present,"[555, 434]",555,434,221,386,954,480,1,1,1,bracket,vision,0
settings_accessibility,Display,baseline,co_present,"[122, 617]",122,617,63,590,1038,641,1,1,1,bracket,vision,0
settings_accessibility,Display size & text,baseline,co_present,"[409, 739]",409,739,221,709,560,766,1,1,1,bracket,vision,0
settings_accessibility,"Font size, display size, bold text, outline text",baseline,co_present,"[578, 793]",578,793,221,766,933,817,1,1,1,bracket,vision,0
settings_accessibility,Color & motion,baseline,co_present,"[389, 937]",389,937,221,906,498,963,1,1,1,bracket,vision,0
settings_accessibility,"Dark theme, color correction, remove animations",baseline,co_present,"[556, 1010]",556,1010,221,963,954,1057,1,1,1,bracket,vision,0
settings_accessibility,Magnification,baseline,co_present,"[390, 1176]",390,1176,221,1146,477,1203,1,1,1,bracket,vision,0
settings_accessibility,Off / Zoom in to make content larger on your screen,baseline,co_present,"[588, 1250]",588,1250,221,1203,954,1297,1,1,1,bracket,vision,0
settings_accessibility,Select to Speak,baseline,co_present,"[365, 1417]",365,1417,221,1386,510,1443,1,1,1,bracket,vision,0
settings_accessibility,Off / Hear selected text,baseline,co_present,"[439, 1473]",439,1473,221,1443,604,1494,1,1,1,bracket,vision,0
settings_accessibility,Interaction controls,baseline,co_present,"[223, 1633]",223,1633,63,1604,1038,1655,1,1,1,bracket,vision,0
settings_accessibility,Accessibility Menu,baseline,co_present,"[418, 1752]",418,1752,221,1723,571,1780,1,1,1,bracket,vision,0
settings_accessibility,"Off / Control volume, brightness, and more with a large menu",baseline,co_present,"[567, 1827]",567,1827,221,1780,954,1874,1,1,1,bracket,vision,0
settings_accessibility,Voice Access,baseline,co_present,"[365, 1994]",365,1994,221,1963,473,2020,1,1,1,bracket,vision,0
settings_accessibility,Off / Control device with voice commands,baseline,co_present,"[565, 2051]",565,2051,221,2020,908,2071,1,1,1,bracket,vision,0
settings_accessibility,Vibration & haptics,baseline,co_present,"[417, 2179]",417,2179,221,2160,574,2217,1,1,1,bracket,vision,0
settings_accessibility,"On / Control vibration levels for calls, notifications, and alarms",baseline,co_present,"[541, 2190]",541,2190,221,2217,954,2219,1,1,1,bracket,vision,0
settings_accessibility,Screen reader,elder_text_heavy,co_present,"[226, 249]",226,249,63,210,1038,283,1,1,1,bracket,vision,0
settings_accessibility,TalkBack,elder_text_heavy,co_present,"[336, 390]",336,390,221,351,452,428,1,1,1,bracket,vision,0
settings_accessibility,Off / Use a screen reader to hear items spoken aloud,elder_text_heavy,co_present,"[550, 497]",550,497,221,428,954,564,1,1,1,bracket,vision,0
settings_accessibility,Display,elder_text_heavy,co_present,"[150, 714]",150,714,63,674,1038,747,1,1,1,bracket,vision,0
settings_accessibility,Display size & text,elder_text_heavy,co_present,"[449, 855]",449,855,221,815,679,892,1,1,1,bracket,vision,0
settings_accessibility,"Font size, display size, bold text, outline text",elder_text_heavy,co_present,"[546, 960]",546,960,221,892,954,1028,1,1,1,bracket,vision,0
settings_accessibility,Color & motion,elder_text_heavy,co_present,"[446, 1157]",446,1157,221,1117,600,1194,1,1,1,bracket,vision,0
settings_accessibility,"Dark theme, color correction, remove animations",elder_text_heavy,co_present,"[565, 1263]",565,1263,221,1194,954,1330,1,1,1,bracket,vision,0
settings_accessibility,Magnification,elder_text_heavy,co_present,"[407, 1461]",407,1461,221,1419,569,1496,1,1,1,bracket,vision,0
settings_accessibility,Off / Zoom in to make content larger on your screen,elder_text_heavy,co_present,"[584, 1566]",584,1566,221,1496,954,1632,1,1,1,bracket,vision,0
settings_accessibility,Select to Speak,elder_text_heavy,co_present,"[419, 1760]",419,1760,221,1721,614,1798,1,1,1,bracket,vision,0
settings_accessibility,Off / Hear selected text,elder_text_heavy,co_present,"[503, 1834]",503,1834,221,1798,781,1871,1,1,1,bracket,vision,0
settings_accessibility,Interaction controls,elder_text_heavy,co_present,"[299, 2019]",299,2019,63,1981,1038,2054,1,1,1,bracket,vision,0
settings_accessibility,Accessibility Menu,elder_text_heavy,co_present,"[475, 2174]",475,2174,221,2122,696,2199,1,1,1,bracket,vision,0
settings_accessibility,"Off / Control volume, brightness, and more with a large menu",elder_text_heavy,co_present,"[508, 2170]",508,2170,221,2199,954,2219,1,1,1,bracket,vision,0
settings_accessibility,Voice Access,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
settings_accessibility,Off / Control device with voice commands,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
settings_accessibility,Vibration & haptics,elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
settings_accessibility,"On / Control vibration levels for calls, notifications, and alarms",elder_text_heavy,off_screen,,,,,,,,,0,,,vision,0
settings_accessibility,Screen reader,elder_zoom_heavy,co_present,"[201, 270]",201,270,72,240,1032,297,1,1,1,bracket,vision,0
settings_accessibility,TalkBack,elder_zoom_heavy,co_present,"[348, 409]",348,409,252,375,447,440,1,1,1,bracket,vision,0
settings_accessibility,Off / Use a screen reader to hear items spoken aloud,elder_zoom_heavy,co_present,"[573, 495]",573,495,252,440,936,546,1,1,1,bracket,vision,0
settings_accessibility,Display,elder_zoom_heavy,co_present,"[140, 702]",140,702,72,672,1032,729,1,1,1,bracket,vision,0
settings_accessibility,Display size & text,elder_zoom_heavy,co_present,"[447, 841]",447,841,252,807,642,872,1,1,1,bracket,vision,0
settings_accessibility,"Font size, display size, bold text, outline text",elder_zoom_heavy,co_present,"[569, 926]",569,926,252,872,936,978,1,1,1,bracket,vision,0
settings_accessibility,Color & motion,elder_zoom_heavy,co_present,"[411, 1113]",411,1113,252,1080,570,1145,1,1,1,bracket,vision,0
